2.000000 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [S], seq 0, win 65535, options [TS val 2000 ecr 0,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [S.], seq 0, ack 1, win 65535, options [TS val 2050 ecr 2000,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], ack 1, win 32768, options [TS val 2100 ecr 2050,eol], length 0
18.499174 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 153593:154129, ack 1, win 32768, options [TS val 18499 ecr 18449,eol], length 536: HTTP
18.500118 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 154129:154665, ack 1, win 32768, options [TS val 18499 ecr 18449,eol], length 536: HTTP
18.501062 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 154665:155201, ack 1, win 32768, options [TS val 18499 ecr 18449,eol], length 536: HTTP
18.600204 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 154129, win 32768, options [TS val 18550 ecr 18398,eol], length 0
18.600204 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 155201:155737, ack 1, win 32768, options [TS val 18600 ecr 18550,eol], length 536: HTTP
18.601148 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 155737:156273, ack 1, win 32768, options [TS val 18600 ecr 18550,eol], length 536: HTTP
18.602092 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 155201, win 32768, options [TS val 18552 ecr 18499,eol], length 0
18.602092 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 156273:156809, ack 1, win 32768, options [TS val 18602 ecr 18552,eol], length 536: HTTP
18.603036 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 156809:157345, ack 1, win 32768, options [TS val 18602 ecr 18552,eol], length 536: HTTP
18.702179 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 156273, win 32768, options [TS val 18652 ecr 18600,eol], length 0
18.702179 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 157345:157881, ack 1, win 32768, options [TS val 18702 ecr 18652,eol], length 536: HTTP
18.703123 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 157881:158417, ack 1, win 32768, options [TS val 18702 ecr 18652,eol], length 536: HTTP
18.704067 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 157345, win 32768, options [TS val 18653 ecr 18602,eol], length 0
18.704067 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 158417:158953, ack 1, win 32768, options [TS val 18704 ecr 18653,eol], length 536: HTTP
18.705011 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 158953:159489, ack 1, win 32768, options [TS val 18704 ecr 18653,eol], length 536: HTTP
18.804153 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 158417, win 32768, options [TS val 18754 ecr 18702,eol], length 0
18.804153 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 159489:160025, ack 1, win 32768, options [TS val 18804 ecr 18754,eol], length 536: HTTP
18.805097 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 160025:160561, ack 1, win 32768, options [TS val 18804 ecr 18754,eol], length 536: HTTP
18.806041 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 160561:161097, ack 1, win 32768, options [TS val 18804 ecr 18754,eol], length 536: HTTP
18.905196 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 158953, win 32768, options [TS val 18855 ecr 18704,sack 1 {159489:160025}], length 0
18.905196 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 161097:161633, ack 1, win 32768, options [TS val 18905 ecr 18855,eol], length 536: HTTP
18.906140 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 158953, win 32768, options [TS val 18856 ecr 18704,sack 1 {159489:160561}], length 0
18.906140 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 161633:162169, ack 1, win 32768, options [TS val 18905 ecr 18855,eol], length 536: HTTP
18.907084 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 158953, win 32768, options [TS val 18856 ecr 18704,sack 1 {159489:161097}], length 0
18.907084 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 162169:162705, ack 1, win 32768, options [TS val 18906 ecr 18856,eol], length 536: HTTP
18.908028 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 158953:159489, ack 1, win 32768, options [TS val 18907 ecr 18856,eol], length 536: HTTP
19.006239 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 158953, win 32768, options [TS val 18956 ecr 18704,sack 1 {159489:161633}], length 0
19.007183 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 158953, win 32768, options [TS val 18957 ecr 18704,sack 1 {159489:162169}], length 0
19.008127 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 158953, win 32768, options [TS val 18958 ecr 18704,sack 1 {159489:162705}], length 0
19.008127 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 162705:163241, ack 1, win 32768, options [TS val 19008 ecr 18958,eol], length 536: HTTP
19.009059 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 162705, win 32768, options [TS val 18958 ecr 18907,eol], length 0
19.009071 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 163241:163777, ack 1, win 32768, options [TS val 19009 ecr 18958,eol], length 536: HTTP
19.110102 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 163777, win 32768, options [TS val 19060 ecr 19008,eol], length 0
19.110102 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 163777:164313, ack 1, win 32768, options [TS val 19110 ecr 19060,eol], length 536: HTTP
19.111046 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 164313:164849, ack 1, win 32768, options [TS val 19110 ecr 19060,eol], length 536: HTTP
19.411132 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 164313, win 32768, options [TS val 19361 ecr 19110,eol], length 0
19.411132 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 164849:165385, ack 1, win 32768, options [TS val 19411 ecr 19361,eol], length 536: HTTP
19.412076 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 165385:165921, ack 1, win 32768, options [TS val 19411 ecr 19361,eol], length 536: HTTP
19.512175 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 164313, win 32768, options [TS val 19462 ecr 19110,sack 1 {164849:165385}], length 0
19.512175 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 165921:166457, ack 1, win 32768, options [TS val 19512 ecr 19462,eol], length 536: HTTP
19.513119 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 164313, win 32768, options [TS val 19463 ecr 19110,sack 1 {164849:165921}], length 0
19.513119 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 166457:166993, ack 1, win 32768, options [TS val 19513 ecr 19463,eol], length 536: HTTP
19.613219 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 164313, win 32768, options [TS val 19563 ecr 19110,sack 1 {164849:166457}], length 0
19.613219 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 164313:164849, ack 1, win 32768, options [TS val 19613 ecr 19563,eol], length 536: HTTP
19.614163 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 164313, win 32768, options [TS val 19564 ecr 19110,sack 1 {164849:166993}], length 0
19.614163 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 166993:167529, ack 1, win 32768, options [TS val 19614 ecr 19564,eol], length 536: HTTP
19.714249 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 166993, win 32768, options [TS val 19664 ecr 19613,eol], length 0
19.714249 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 167529:168065, ack 1, win 32768, options [TS val 19714 ecr 19664,eol], length 536: HTTP
19.915193 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 167529, win 32768, options [TS val 19865 ecr 19614,eol], length 0
19.915193 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 168065:168601, ack 1, win 32768, options [TS val 19915 ecr 19865,eol], length 536: HTTP
20.016236 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 167529, win 32768, options [TS val 19966 ecr 19614,sack 1 {168065:168601}], length 0
20.016236 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 168601:169137, ack 1, win 32768, options [TS val 20016 ecr 19966,eol], length 536: HTTP
20.117279 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 167529, win 32768, options [TS val 20067 ecr 19614,sack 1 {168065:169137}], length 0
20.117279 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 169137:169673, ack 1, win 32768, options [TS val 20117 ecr 20067,eol], length 536: HTTP
20.218323 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 167529, win 32768, options [TS val 20168 ecr 19614,sack 1 {168065:169673}], length 0
20.218323 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 167529:168065, ack 1, win 32768, options [TS val 20218 ecr 20168,eol], length 536: HTTP
20.319353 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 169673, win 32768, options [TS val 20269 ecr 20218,eol], length 0
20.319353 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 169673:170209, ack 1, win 32768, options [TS val 20319 ecr 20269,eol], length 536: HTTP
20.320297 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 170209:170745, ack 1, win 32768, options [TS val 20319 ecr 20269,eol], length 536: HTTP
20.421327 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 170745, win 32768, options [TS val 20371 ecr 20319,eol], length 0
20.421327 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 170745:171281, ack 1, win 32768, options [TS val 20421 ecr 20371,eol], length 536: HTTP
20.422271 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 171281:171817, ack 1, win 32768, options [TS val 20421 ecr 20371,eol], length 536: HTTP
20.523302 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 171817, win 32768, options [TS val 20473 ecr 20421,eol], length 0
20.523302 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 171817:172353, ack 1, win 32768, options [TS val 20523 ecr 20473,eol], length 536: HTTP
20.524246 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 172353:172889, ack 1, win 32768, options [TS val 20523 ecr 20473,eol], length 536: HTTP
20.525190 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 172889:173425, ack 1, win 32768, options [TS val 20523 ecr 20473,eol], length 536: HTTP
20.625276 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 172889, win 32768, options [TS val 20575 ecr 20523,eol], length 0
20.625276 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 173425:173961, ack 1, win 32768, options [TS val 20625 ecr 20575,eol], length 536: HTTP
20.626220 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 173961:174497, ack 1, win 32768, options [TS val 20625 ecr 20575,eol], length 536: HTTP
20.726307 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 173961, win 32768, options [TS val 20676 ecr 20523,eol], length 0
20.726307 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 174497:175033, ack 1, win 32768, options [TS val 20726 ecr 20676,eol], length 536: HTTP
20.727251 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 175033:175569, ack 1, win 32768, options [TS val 20726 ecr 20676,eol], length 536: HTTP
20.828294 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 173961, win 32768, options [TS val 20778 ecr 20523,sack 1 {175033:175569}], length 0
20.828294 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 175569:176105, ack 1, win 32768, options [TS val 20828 ecr 20778,eol], length 536: HTTP
20.929337 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 173961, win 32768, options [TS val 20879 ecr 20523,sack 1 {175033:176105}], length 0
20.929337 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 176105:176641, ack 1, win 32768, options [TS val 20929 ecr 20879,eol], length 536: HTTP
21.030380 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 173961, win 32768, options [TS val 20980 ecr 20523,sack 1 {175033:176641}], length 0
21.030380 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 173961:174497, ack 1, win 32768, options [TS val 21030 ecr 20980,eol], length 536: HTTP
21.131423 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 174497, win 32768, options [TS val 21081 ecr 21030,sack 1 {175033:176641}], length 0
21.131423 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 174497:175033, ack 1, win 32768, options [TS val 21131 ecr 21081,eol], length 536: HTTP
21.132367 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 176641:177177, ack 1, win 32768, options [TS val 21131 ecr 21081,eol], length 536: HTTP
21.232454 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 176641, win 32768, options [TS val 21182 ecr 21131,eol], length 0
21.232454 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 177177:177713, ack 1, win 32768, options [TS val 21232 ecr 21182,eol], length 536: HTTP
21.333484 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 177713, win 32768, options [TS val 21283 ecr 21131,eol], length 0
21.333484 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 177713:178249, ack 1, win 32768, options [TS val 21333 ecr 21283,eol], length 536: HTTP
21.334428 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 178249:178785, ack 1, win 32768, options [TS val 21333 ecr 21283,eol], length 536: HTTP
21.634515 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 178249, win 32768, options [TS val 21584 ecr 21333,eol], length 0
21.634515 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 178785:179321, ack 1, win 32768, options [TS val 21634 ecr 21584,eol], length 536: HTTP
21.635459 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 179321:179857, ack 1, win 32768, options [TS val 21634 ecr 21584,eol], length 536: HTTP
21.735558 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 178249, win 32768, options [TS val 21685 ecr 21333,sack 1 {178785:179321}], length 0
21.735558 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 179857:180393, ack 1, win 32768, options [TS val 21735 ecr 21685,eol], length 536: HTTP
21.836614 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 178249, win 32768, options [TS val 21786 ecr 21333,sack 2 {179857:180393}{178785:179321}], length 0
21.836614 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 180393:180929, ack 1, win 32768, options [TS val 21836 ecr 21786,eol], length 536: HTTP
21.937670 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 178249, win 32768, options [TS val 21887 ecr 21333,sack 2 {179857:180929}{178785:179321}], length 0
21.937670 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 178249:178785, ack 1, win 32768, options [TS val 21937 ecr 21887,eol], length 536: HTTP
22.038713 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 179321, win 32768, options [TS val 21988 ecr 21937,sack 1 {179857:180929}], length 0
22.038713 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 180929:181465, ack 1, win 32768, options [TS val 22038 ecr 21988,eol], length 536: HTTP
22.139756 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 179321, win 32768, options [TS val 22089 ecr 21937,sack 1 {179857:181465}], length 0
22.139756 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 179321:179857, ack 1, win 32768, options [TS val 22139 ecr 22089,eol], length 536: HTTP
23.038713 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 179321:179857, ack 1, win 32768, options [TS val 23038 ecr 22089,eol], length 536: HTTP
23.139743 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 181465, win 32768, options [TS val 23089 ecr 23038,eol], length 0
23.139743 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 181465:182001, ack 1, win 32768, options [TS val 23139 ecr 23089,eol], length 536: HTTP
23.440774 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 182001, win 32768, options [TS val 23390 ecr 23139,eol], length 0
23.440774 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 182001:182537, ack 1, win 32768, options [TS val 23440 ecr 23390,eol], length 536: HTTP
23.441718 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 182537:183073, ack 1, win 32768, options [TS val 23440 ecr 23390,eol], length 536: HTTP
23.542748 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 183073, win 32768, options [TS val 23492 ecr 23440,eol], length 0
23.542748 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 183073:183609, ack 1, win 32768, options [TS val 23542 ecr 23492,eol], length 536: HTTP
23.543692 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 183609:184145, ack 1, win 32768, options [TS val 23542 ecr 23492,eol], length 536: HTTP
23.644723 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 184145, win 32768, options [TS val 23594 ecr 23542,eol], length 0
23.644723 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 184145:184681, ack 1, win 32768, options [TS val 23644 ecr 23594,eol], length 536: HTTP
23.645667 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 184681:185217, ack 1, win 32768, options [TS val 23644 ecr 23594,eol], length 536: HTTP
23.746697 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 185217, win 32768, options [TS val 23696 ecr 23644,eol], length 0
23.746697 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 185217:185753, ack 1, win 32768, options [TS val 23746 ecr 23696,eol], length 536: HTTP
23.747641 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 185753:186289, ack 1, win 32768, options [TS val 23746 ecr 23696,eol], length 536: HTTP
23.748585 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 186289:186825, ack 1, win 32768, options [TS val 23746 ecr 23696,eol], length 536: HTTP
23.848671 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 186289, win 32768, options [TS val 23798 ecr 23746,eol], length 0
23.848671 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 186825:187361, ack 1, win 32768, options [TS val 23848 ecr 23798,eol], length 536: HTTP
23.849615 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 187361:187897, ack 1, win 32768, options [TS val 23848 ecr 23798,eol], length 536: HTTP
23.949702 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 187361, win 32768, options [TS val 23899 ecr 23746,eol], length 0
23.949702 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 187897:188433, ack 1, win 32768, options [TS val 23949 ecr 23899,eol], length 536: HTTP
23.950646 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 188433:188969, ack 1, win 32768, options [TS val 23949 ecr 23899,eol], length 536: HTTP
24.050732 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 188433, win 32768, options [TS val 24000 ecr 23848,eol], length 0
24.050732 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 188969:189505, ack 1, win 32768, options [TS val 24050 ecr 24000,eol], length 536: HTTP
24.051676 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 189505:190041, ack 1, win 32768, options [TS val 24050 ecr 24000,eol], length 536: HTTP
24.052620 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 190041:190577, ack 1, win 32768, options [TS val 24050 ecr 24000,eol], length 536: HTTP
24.151763 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 189505, win 32768, options [TS val 24101 ecr 23949,eol], length 0
24.151763 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 190577:191113, ack 1, win 32768, options [TS val 24151 ecr 24101,eol], length 536: HTTP
24.152707 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 191113:191649, ack 1, win 32768, options [TS val 24151 ecr 24101,eol], length 536: HTTP
24.153663 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 189505, win 32768, options [TS val 24103 ecr 23949,sack 1 {190041:190577}], length 0
24.153663 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 191649:192185, ack 1, win 32768, options [TS val 24153 ecr 24103,eol], length 536: HTTP
24.252806 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 189505, win 32768, options [TS val 24202 ecr 23949,sack 1 {190041:191113}], length 0
24.252806 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 192185:192721, ack 1, win 32768, options [TS val 24252 ecr 24202,eol], length 536: HTTP
24.253750 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 189505, win 32768, options [TS val 24203 ecr 23949,sack 1 {190041:191649}], length 0
24.253750 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 189505:190041, ack 1, win 32768, options [TS val 24253 ecr 24203,eol], length 536: HTTP
24.254707 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 189505, win 32768, options [TS val 24204 ecr 23949,sack 1 {190041:192185}], length 0
24.353849 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 189505, win 32768, options [TS val 24303 ecr 23949,sack 1 {190041:192721}], length 0
24.353849 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 192721:193257, ack 1, win 32768, options [TS val 24353 ecr 24303,eol], length 536: HTTP
24.354780 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 192721, win 32768, options [TS val 24304 ecr 24253,eol], length 0
24.354793 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 193257:193793, ack 1, win 32768, options [TS val 24354 ecr 24304,eol], length 536: HTTP
24.455823 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 193793, win 32768, options [TS val 24405 ecr 24353,eol], length 0
24.455823 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 193793:194329, ack 1, win 32768, options [TS val 24455 ecr 24405,eol], length 536: HTTP
24.456767 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 194329:194865, ack 1, win 32768, options [TS val 24455 ecr 24405,eol], length 536: HTTP
24.557798 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 194865, win 32768, options [TS val 24507 ecr 24455,eol], length 0
24.557798 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 194865:195401, ack 1, win 32768, options [TS val 24557 ecr 24507,eol], length 536: HTTP
24.558742 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 195401:195937, ack 1, win 32768, options [TS val 24557 ecr 24507,eol], length 536: HTTP
24.559686 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 195937:196473, ack 1, win 32768, options [TS val 24557 ecr 24507,eol], length 536: HTTP
24.660729 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 195401, win 32768, options [TS val 24610 ecr 24557,sack 1 {195937:196473}], length 0
